-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0.753,-0.001,-0.074,
0.753,0.006,-0.074,
0.753,0.013,-0.074,
0.753,0.021,-0.074,
0.753,0.028,-0.073,
0.753,0.036,-0.073,
0.753,0.043,-0.073,
0.752,0.05,-0.073,
0.752,0.058,-0.073,
0.752,0.065,-0.073,
0.751,0.072,-0.073,
0.751,0.079,-0.073,
0.751,0.086,-0.073,
0.75,0.093,-0.073,
0.751,0.1,-0.073,
0.75,0.107,-0.073,
0.75,0.114,-0.073,
0.75,0.121,-0.073,
0.75,0.128,-0.073,
0.75,0.134,-0.073,
0.75,0.141,-0.073,
0.75,0.148,-0.073,
0.75,0.155,-0.073,
0.749,0.161,-0.073,
0.749,0.168,-0.073,
0.748,0.174,-0.073,
0.746,0.181,-0.073,
0.743,0.187,-0.073,
0.738,0.192,-0.072,
0.736,0.198,-0.072,
0.731,0.203,-0.072,
0.727,0.209,-0.072,
0.722,0.214,-0.072,
0.719,0.219,-0.072,
0.714,0.224,-0.072,
0.709,0.229,-0.072,
0.705,0.234,-0.072,
0.702,0.24,-0.072,
0,0,0,
0.517,0.186,-0.074,
0.505,0.186,-0.074,
0.488,0.185,-0.074,
0.475,0.184,-0.074,
0.46,0.183,-0.074,
0.453,0.184,-0.074,
0.45,0.187,-0.074,
0.387,0.164,-0.075,
0.384,0.167,-0.075,
0.383,0.17,-0.075,
0.38,0.173,-0.075,
0.379,0.176,-0.075,
0.38,0.18,-0.075,
0.38,0.183,-0.075,
0.401,0.197,-0.074,
0.403,0.202,-0.074,
0.401,0.206,-0.074,
0.401,0.209,-0.074,
0.399,0.212,-0.074,
0.395,0.214,-0.074,
0.396,0.219,-0.074,
0.393,0.221,-0.074,
0.394,0.226,-0.074,
0.403,0.235,-0.074,
0.419,0.249,-0.074,
0.416,0.252,-0.074,
0.413,0.255,-0.074,
0.41,0.257,-0.074,
0.407,0.259,-0.074,
0.404,0.262,-0.074,
0.401,0.264,-0.073,
0.381,0.255,-0.074,
0.377,0.257,-0.074,
0.391,0.271,-0.073,
0.374,0.264,-0.074,
0.368,0.264,-0.074,
0.365,0.266,-0.074,
0.362,0.268,-0.074,
0.359,0.27,-0.074,
0.355,0.272,-0.073,
0.352,0.274,-0.073,
0.422,0.333,-0.072,
0.419,0.336,-0.072,
0.416,0.339,-0.072,
0.416,0.344,-0.072,
0.413,0.347,-0.072,
0.416,0.355,-0.072,
0.415,0.36,-0.072,
0.411,0.362,-0.072,
0.415,0.37,-0.072,
0.411,0.373,-0.072,
0.41,0.378,-0.071,
0.412,0.385,-0.071,
0.41,0.39,-0.071,
0.414,0.4,-0.071,
0.414,0.405,-0.071,
0.413,0.411,-0.071,
0.411,0.415,-0.071,
0.407,0.417,-0.071,
0.406,0.422,-0.071,
0.408,0.431,-0.07,
0.416,0.446,-0.07,
0.414,0.451,-0.07,
0.411,0.455,-0.07,
0.411,0.461,-0.07,
0.406,0.463,-0.07,
0.41,0.475,-0.069,
0.412,0.483,-0.069,
0.413,0.492,-0.069,
0.409,0.496,-0.069,
0.408,0.502,-0.069,
0.405,0.506,-0.069,
0.403,0.511,-0.069,
0.401,0.516,-0.068,
0.399,0.522,-0.068,
0.397,0.527,-0.068,
0.394,0.532,-0.068,
0.39,0.535,-0.068,
0.387,0.538,-0.068,
0.383,0.541,-0.068,
0.38,0.546,-0.068,
0.374,0.546,-0.068,
0.373,0.553,-0.067,
0.369,0.556,-0.067,
0.368,0.563,-0.067,
0.367,0.571,-0.067,
0.413,0.653,-0.065,
0.407,0.655,-0.065,
0.409,0.669,-0.065,
0.405,0.674,-0.065,
0.406,0.687,-0.064,
0.4,0.688,-0.064,
0.395,0.692,-0.064,
0.428,0.761,-0.063,
0.423,0.766,-0.062,
0.416,0.767,-0.062,
0.41,0.768,-0.062,
0.406,0.775,-0.062,
0.41,0.798,-0.062,
0.415,0.822,-0.061,
0.411,0.828,-0.061,
0.404,0.83,-0.061,
0.397,0.831,-0.061,
0.391,0.835,-0.06,
0.422,0.918,-0.058,
0.415,0.919,-0.058,
0.407,0.92,-0.058,
0.434,1.001,-0.056,
0.426,1.001,-0.056,
0.417,1.002,-0.056,
0.409,1.003,-0.056,
0.4,1.003,-0.056,
0.431,1.103,-0.054,
0.423,1.105,-0.053,
0.414,1.108,-0.053,
0.405,1.108,-0.053,
0.396,1.108,-0.053,
0.387,1.11,-0.053,
0.377,1.107,-0.053,
0,0,0,
0,0,0,
0.429,1.355,-0.047,
0.42,1.361,-0.046,
0.409,1.36,-0.046,
0.398,1.359,-0.046,
0.387,1.358,-0.046,
0.398,1.437,-0.044,
0.411,1.528,-0.042,
0.396,1.517,-0.042,
0.384,1.515,-0.042,
0.374,1.523,-0.041,
0.389,1.635,-0.038,
0.403,1.749,-0.035,
0.389,1.746,-0.035,
0.383,1.781,-0.034,
0.469,2.258,-0.022,
0.449,2.245,-0.022,
0.429,2.228,-0.022,
0.408,2.208,-0.023,
0.388,2.19,-0.023,
0.366,2.157,-0.023,
0.345,2.128,-0.024,
0.325,2.097,-0.025,
0.305,2.07,-0.025,
0.287,2.051,-0.025,
0.27,2.036,-0.025,
0.253,2.018,-0.026,
0.236,2.008,-0.026,
0.558,5.053,0.055,
0.515,4.993,0.054,
0.477,4.983,0.054,
0.44,4.978,0.055,
0.4,4.929,0.054,
0.361,4.892,0.054,
0.325,4.897,0.054,
0.289,4.88,0.054,
0.252,4.853,0.054,
0.217,4.862,0.055,
0.183,4.887,0.056,
0.147,4.875,0.057,
0.112,4.883,0.058,
0.077,4.913,0.059,
0.041,4.937,0.06,
0.006,4.928,0.061,
-0.029,4.925,0.061,
-0.064,4.9,0.061,
-0.1,4.88,0.061,
-0.134,4.86,0.061,
-0.168,4.824,0.061,
-0.111,2.635,-0.002,
-0.13,2.624,-0.002,
-0.148,2.617,-0.001,
-0.167,2.611,-0.001,
-0.186,2.607,-0.001,
-0.205,2.605,-0.001,
-0.224,2.61,0,
-0.243,2.611,0,
-0.263,2.616,0,
-0.283,2.619,0,
-0.302,2.619,0.001,
-0.321,2.617,0.001,
-0.341,2.62,0.002,
-0.36,2.619,0.002,
-0.379,2.62,0.003,
-0.399,2.621,0.003,
-0.419,2.621,0.004,
-0.437,2.614,0.004,
-0.454,2.6,0.004,
-0.471,2.585,0.004,
-0.486,2.561,0.004,
-0.498,2.522,0.003,
-0.512,2.499,0.002,
-0.522,2.455,0.001,
-0.536,2.434,0.001,
-0.551,2.419,0.001,
-0.566,2.404,0.001,
-0.581,2.389,0.001,
-0.598,2.382,0.001,
-0.615,2.375,0.002,
-0.636,2.386,0.002,
-0.652,2.375,0.003,
-0.672,2.38,0.003,
-0.691,2.378,0.004,
-0.709,2.378,0.004,
-0.728,2.377,0.005,
-0.751,2.388,0.006,
-0.769,2.383,0.006,
-0.79,2.388,0.007,
-0.807,2.382,0.007,
-0.825,2.377,0.008,
-0.84,2.366,0.008,
-0.858,2.359,0.008,
-0.874,2.35,0.008,
-0.893,2.347,0.009,
-0.908,2.336,0.009,
-0.931,2.344,0.01,
-0.952,2.344,0.011,
-0.974,2.348,0.011,
-0.995,2.351,0.012,
-1.015,2.351,0.013,
-1.038,2.354,0.014,
-1.06,2.356,0.014,
-1.08,2.354,0.015,
-1.089,2.329,0.015,
-1.103,2.315,0.015,
-1.129,2.324,0.016,
-1.157,2.339,0.017,
-1.154,2.288,0.016,
-1.221,2.378,0.02,
-1.239,2.37,0.021,
-1.281,2.405,0.023,
-1.305,2.408,0.024,
-1.316,2.386,0.024,
-1.361,2.425,0.026,
-1.358,2.377,0.025,
-1.432,2.464,0.03,
-1.508,2.552,0.035,
-1.585,2.636,0.039,
-1.633,2.672,0.042,
-1.666,2.68,0.043,
-1.702,2.693,0.045,
0,0,0,
0,0,0,
-1.593,2.401,0.034,
0,0,0,
-1.576,2.3,0.031,
-1.575,2.262,0.031,
-1.57,2.221,0.029,
-1.562,2.175,0.028,
-1.57,2.152,0.028,
-1.554,2.096,0.026,
-1.548,2.056,0.025,
-1.549,2.026,0.024,
0,0,0,
-1.555,1.972,0.024,
-1.559,1.948,0.023,
-1.561,1.921,0.023,
-1.572,1.905,0.023,
-1.572,1.876,0.022,
-1.576,1.853,0.022,
-1.573,1.821,0.021,
-1.571,1.792,0.021,
-1.57,1.764,0.02,
-1.574,1.742,0.02,
-1.579,1.722,0.02,
-1.587,1.705,0.02,
-1.589,1.681,0.019,
-1.592,1.659,0.019,
-1.59,1.632,0.019,
-1.592,1.61,0.018,
-1.597,1.591,0.018,
-1.594,1.565,0.018,
-1.596,1.543,0.017,
-1.587,1.511,0.016,
-1.582,1.485,0.016,
-1.579,1.459,0.015,
-1.582,1.44,0.015,
-1.58,1.417,0.015,
-1.576,1.392,0.014,
-1.571,1.366,0.013,
-1.577,1.351,0.013,
-1.577,1.33,0.013,
-1.581,1.313,0.013,
-1.582,1.294,0.013,
-1.583,1.274,0.013,
-1.583,1.255,0.012,
-1.583,1.235,0.012,
-1.583,1.216,0.012,
-1.583,1.196,0.011,
-1.581,1.177,0.011,
-1.58,1.157,0.011,
-1.579,1.138,0.01,
-1.58,1.12,0.01,
-1.579,1.101,0.01,
-1.582,1.085,0.01,
-1.586,1.07,0.01,
-1.588,1.054,0.01,
-1.587,1.035,0.01,
-1.586,1.017,0.009,
-1.585,0.999,0.009,
-1.588,0.984,0.009,
-1.595,0.971,0.009,
-1.601,0.958,0.01,
-1.608,0.944,0.01,
-1.61,0.929,0.01,
-1.612,0.913,0.01,
-1.617,0.9,0.01,
-1.626,0.888,0.01,
-1.629,0.872,0.01,
-1.634,0.859,0.01,
-1.636,0.843,0.01,
-1.635,0.826,0.01,
-1.633,0.809,0.01,
-1.632,0.793,0.01,
-1.634,0.777,0.01,
-1.633,0.761,0.009,
-1.632,0.744,0.009,
-1.633,0.729,0.009,
-1.63,0.712,0.009,
-1.62,0.692,0.008,
-1.497,0.625,0.002,
-1.5,0.612,0.002,
-1.511,0.602,0.002,
-1.506,0.586,0.002,
-1.513,0.575,0.002,
-1.517,0.562,0.002,
-1.521,0.549,0.002,
-1.575,0.554,0.005,
-1.646,0.564,0.009,
