0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-0.212,0.07,-0.068,
-0.213,0.069,-0.068,
-0.214,0.067,-0.067,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-0.425,0.072,-0.056,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,

